timestamp,open,high,low,close,volume,funding_rate,best_bid,best_ask,spread_bps,log_return
2026-05-16T00:45:00+00:00,79117.0,79134.0,79033.0,79067.0,3.6899,3.420423611111e-06,79083.0,79084.0,0.12644862708403143,-0.0006321752094420475
