dataset,rows,up_ratio,down_ratio,always_down_accuracy,always_up_accuracy,accuracy,precision,recall,f1,mcc,balanced_accuracy,roc_auc,log_loss,pearson_corr,spearman_corr,mutual_information,information_coefficient
test,19468,0.5,0.5,0.5,0.5,0.5176700226011917,0.5149982560167422,0.6067392644339429,0.5571172530893312,0.035914482001552415,0.5176700226011917,0.5309605550798983,0.6917286042844811,0.02500209276427769,0.04914606431062704,0.0008185374989793104,0.04914606431062704
validation,19438,0.5,0.5,0.5,0.5,0.5292211132832596,0.5260168559912056,0.5908015227904105,0.5565301671916646,0.05889057670097863,0.5292211132832596,0.5391201105843204,0.6906633414763703,0.03934068761607312,0.06279479596360953,0.001365520864270886,0.06279479596360953
