dataset,rows,up_ratio,down_ratio,always_down_accuracy,always_up_accuracy,accuracy,precision,recall,f1,mcc,balanced_accuracy,roc_auc,log_loss,pearson_corr,spearman_corr,mutual_information,information_coefficient
test,19546,0.5,0.5,0.5,0.5,0.5159623452368771,0.514393799594021,0.5704491967666019,0.5409732667022463,0.03211595276475115,0.5159623452368771,0.5263315227630793,0.6925666460940496,0.013814134602049435,0.03901114718555414,5.122212468999798e-05,0.03901114718555414
validation,19492,0.5,0.5,0.5,0.5,0.5226759696285656,0.5209399279893879,0.5641288733839523,0.5416748768472907,0.045508607747600474,0.5226759696285656,0.5326756626311597,0.6913996173969601,0.0214106286939198,0.04453607225369657,0.0,0.04453607225369657
