regime,rows,up_ratio,accuracy,precision,recall,f1,mcc,balanced_accuracy,roc_auc,log_loss
volatility_regime=low,5492,0.4936270939548434,0.5247632920611799,0.517990737442109,0.5363334562891922,0.5270025371511418,0.04982606296455318,0.5249089072168722,0.5351599374530045,0.6912291343694691
session_europe=0,12161,0.5017679467149083,0.5233122276128608,0.5226698379664041,0.576204523107178,0.548133135864058,0.046512447329090996,0.5231245424580286,0.5321238483655396,0.6916976512694
session_asia=1,6481,0.49683690788458573,0.5209072673970067,0.5156975156975157,0.5866459627329192,0.5488885660322533,0.043007315568828856,0.5213205281312557,0.5253900796349098,0.6923419424533982
session_us=1,7301,0.5063689905492398,0.5214354198055061,0.5250555418415206,0.5753313497430349,0.5490449148167269,0.04172860154487236,0.5207400366917172,0.527682702806397,0.6921136973442524
session_us=0,12147,0.4961718942948876,0.5194698279410555,0.5139788110653325,0.5795586527293844,0.5448023083521797,0.04013660765129821,0.5199263851882217,0.5248563110881209,0.6923932687976182
session_asia=0,12967,0.5015809362227193,0.5198581013341559,0.5193485523385301,0.5736469864698647,0.5451490356516657,0.03960663030563138,0.5196874882836713,0.5262044909246865,0.6922615108625421
volatility_regime=medium,6576,0.4983272506082725,0.5180961070559611,0.5140405616224649,0.6032956972841013,0.5551031868594694,0.03730125544778807,0.5183801917763338,0.5190642285050824,0.6928905451689285
volatility_regime=high,7380,0.5062330623306233,0.5186991869918699,0.521936099189318,0.5859207708779444,0.5520807061790668,0.03603617782282233,0.5178506159548888,0.5241320248356396,0.6925399064237208
session_europe=1,7287,0.497049540277206,0.5150267599835323,0.5106796116504855,0.5808945334069575,0.5435288039266339,0.031092830789390184,0.5154131602914733,0.5158653762854407,0.693274050131451
