regime,rows,up_ratio,accuracy,precision,recall,f1,mcc,balanced_accuracy,roc_auc,log_loss
session_us=0,12160,0.5009868421052631,0.5247532894736842,0.5220515710863746,0.6081746552856205,0.5618318295549322,0.04987927775548881,0.524588316436482,0.5396825283036508,0.6908463487485526
volatility_regime=medium,6816,0.5108568075117371,0.5246478873239436,0.5296423321901029,0.6209075244112578,0.5716552088841883,0.0459190585149261,0.5225113506879324,0.5326093023784675,0.6910375027480293
session_asia=1,6485,0.5022359290670779,0.5215111796453354,0.5200625325690463,0.6128338962235186,0.5626497533474277,0.04293173675284146,0.5211009629816478,0.5342312468540735,0.691521332290972
volatility_regime=low,7635,0.4965291421087099,0.5202357563850688,0.5139799038881607,0.6206805592192034,0.5623132990799379,0.04271151973363303,0.5209282088499763,0.5396510808912395,0.6910995915325159
session_europe=0,12178,0.5002463458696009,0.5206930530464773,0.5179400590966653,0.6042350623768877,0.557769527994545,0.04189337844176467,0.5206518722991899,0.5338601246005763,0.6914324493791633
session_asia=0,12983,0.4988831548948625,0.5157513671724563,0.5124508519003932,0.6036745406824147,0.5543347274402779,0.032396706598748465,0.5159473226006601,0.5293793959196629,0.6918321365095376
session_europe=1,7290,0.49958847736625517,0.5126200274348423,0.5102040816326531,0.6109280615046677,0.5560414844433338,0.02590646882266271,0.512700872857597,0.5261720669311252,0.6922233332881795
session_us=1,7308,0.49835796387520526,0.5058839627805145,0.5035460992907801,0.6043382756727073,0.5493572943966055,0.012658494892392291,0.5062062354904726,0.5170779890188211,0.6931966156852598
volatility_regime=high,5017,0.49053219055212277,0.5042854295395655,0.49537037037037035,0.5652173913043478,0.5279939267413172,0.010911653557006604,0.50541777233449,0.5137218861500757,0.693624769409797
