timestamp,open,high,low,close,volume,funding_rate,best_bid,best_ask,spread_bps,log_return
2026-05-15T18:45:00+00:00,79254.0,79301.0,79172.0,79270.0,9.6979,-3.19002777778e-07,79244.0,79245.0,0.12619172308488286,0.00020186217928307818
2026-05-15T19:00:00+00:00,79270.0,79270.0,79013.0,79041.0,38.3535,2.726623611111e-06,79099.0,79100.0,0.1264230494503758,-0.002893041667623449
