prediction_timestamp,model_input_timestamp,target_timestamp,predicted_direction,prob_up,prob_down,start_close,actual_close_15m,actual_return_15m,actual_direction_15m,prediction_correct,evaluated_at
2026-05-15T19:00:00+00:00,2026-05-15T19:00:00+00:00,2026-05-15T19:00:00+00:00,DOWN,0.4691360925526744,0.5308639074473256,79270.0,79041.0,-0.002893041667623449,DOWN,True,2026-05-15T19:16:50.762355+00:00
2026-05-15T19:15:00+00:00,2026-05-15T19:00:00+00:00,2026-05-15T19:15:00+00:00,DOWN,0.4849112892542643,0.5150887107457356,79041.0,79095.0,0.0006829564691016457,UP,False,2026-05-15T19:45:50.111645+00:00
