number,value,state,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_samples,params_min_child_weight,params_min_split_gain,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,params_subsample_freq,user_attrs_fold_log_losses,user_attrs_mean_validation_log_loss
22,0.6574452952608606,COMPLETE,0.5122340876404966,0.013742435150971415,3,394,0.45633874868524343,0.7343451824988929,1521,17,0.0038557001664292693,23.2929608453356,0.8398934008040169,5,"[0.6826522436551969, 0.6712899770686881, 0.6932658633870158, 0.6871242639944469, 0.6910402784644948, 0.6606325488419913, 0.6892874083127221, 0.6930655391751264, 0.6782190323696827, 0.693272091041242, 0.6930810512336125, 0.5811345212559058, 0.5275977021381234, 0.6932369350010688, 0.627657723500294, 0.6687027320534692, 0.5453101079415477]",0.6574452952608606
23,0.6569400010585216,COMPLETE,0.5889916750465511,0.04268043656643479,3,234,0.23003631191431925,0.8247604980163971,2227,33,0.0034974465119255406,44.53164527846023,0.7241351200706019,7,"[0.678169344051192, 0.672093781453017, 0.6935898480645535, 0.6874349230556257, 0.6916972783715987, 0.6544176038235243, 0.6903382614772265, 0.6930082690475752, 0.6782223487804556, 0.6935036180319925, 0.6928240357462023, 0.5824992768203411, 0.5284729486689834, 0.693408876247537, 0.6290156259488578, 0.6650577004966824, 0.5442262779094994]",0.6569400010585216
24,0.6572320170314491,COMPLETE,0.5909803789524986,0.02727874070252,3,198,0.1701941945184465,0.8127262551391328,2498,41,7.705293866879148e-05,3.3289862588203194,0.6346987883105943,7,"[0.6809230477841826, 0.672010752699751, 0.6934607502232487, 0.6888344216419712, 0.6915728368999379, 0.6562467218286944, 0.690795443100384, 0.6931458382188691, 0.6795509147322093, 0.6934522623636844, 0.6929440926356859, 0.5796553632844478, 0.5269712207939461, 0.6933307981255898, 0.6280054077656886, 0.6666377227496012, 0.545406694686742]",0.6572320170314491
25,0.6567252864885823,COMPLETE,0.7031671099688972,0.04396836613643167,4,372,0.0007962333224198758,0.68521582902704,2105,15,0.030906633323513254,42.90521620129297,0.7175484020289852,7,"[0.6842370209806014, 0.6688903913055778, 0.6935927052575154, 0.6868837127025654, 0.6909260459178643, 0.6508672818790027, 0.6903364036673788, 0.6930501430012965, 0.6790810396069266, 0.6935716756190095, 0.6928966563851008, 0.5799983971131519, 0.5285777154625918, 0.6934174330119256, 0.624223544270682, 0.6682275616494926, 0.5455521424752163]",0.6567252864885823
26,0.684745568824887,PRUNED,0.6626095335000687,0.03278909780576579,3,180,0.0014605996362043773,0.5708971175104137,2395,24,1.2159815768553814,44.58210768848258,0.648447861743478,4,,
27,0.6566841304138483,COMPLETE,0.899289496413644,0.03978672081777667,3,352,0.0001760209916491058,0.5205314101423647,1805,18,7.91022653090597e-05,4.778073187781372,0.6130429416467147,7,"[0.6870232730739269, 0.6676289876930269, 0.6936055890430548, 0.686721254155819, 0.6902531938642196, 0.6521682568404561, 0.6910672431406336, 0.6931508704650724, 0.6816446928997645, 0.6936151767885805, 0.6934140934417993, 0.5763928320502986, 0.526533236657765, 0.6934702679074288, 0.6231647857376187, 0.6668603168003242, 0.5469161464756354]",0.6566841304138483
28,0.6841128724059423,PRUNED,0.8136836200893582,0.04784162489006148,3,425,0.00011474995225513984,0.8206304377580417,1514,12,0.0025006622606033387,0.01750671340067755,0.5974155864828053,6,,
29,0.6840903130093109,PRUNED,0.9435103443567768,0.015074801480477833,3,299,0.0005784401887797448,0.4470141095001418,2269,15,0.0001276374029266092,2.9928628628657457,0.5263841093170606,6,,
30,0.6834521295210539,PRUNED,0.9937352292907115,0.021194369870384304,3,340,0.0002302606882594085,0.5480395490356306,1060,28,1.0716182216605028e-07,5.006664736226059,0.6934037361869914,6,,
31,0.6829026731602207,PRUNED,0.7815582446551246,0.04080935119663544,4,311,0.005696853268493945,0.8531993478201991,1764,11,2.6120678213735986,24.298534293873892,0.832125331894391,7,,
